Customer ID,Customer Type,Subscription Start,Subscription End,Monthly Subscription Cost (EUR)
1712,Back to us,2022-08-12,2023-02-12,9.99
1713,New,2023-09-12,2023-12-15,19.99
1714,Continue,2023-12-13,2024-04-01,19.99
1715,New,2023-01-07,2023-07-09,9.99
1716,Back to us,2022-09-07,2022-11-06,9.99
1717,Back to us,2022-10-26,2023-07-01,29.99
1718,Continue,2022-08-03,2023-03-16,29.99
1719,Back to us,2022-09-16,2022-12-01,19.99
1720,Continue,2023-06-25,2023-10-07,9.99
1721,Continue,2022-03-03,2022-09-11,19.99
1722,Continue,2023-04-13,2023-08-26,19.99
1723,New,2023-04-16,2023-09-19,29.99
1724,Back to us,2023-10-05,2024-09-15,9.99
1725,Continue,2022-07-12,2023-02-15,9.99
1726,New,2022-07-22,2023-07-05,9.99
1727,Back to us,2022-10-12,2023-08-06,9.99
1728,New,2022-08-02,2023-04-22,9.99
1729,New,2023-11-26,2024-06-06,9.99
1730,Continue,2023-07-09,2024-02-09,19.99
1731,New,2022-01-12,2022-02-19,9.99
1732,Back to us,2022-05-01,2022-09-22,9.99
1733,Continue,2023-09-04,2024-04-03,19.99
1734,New,2023-10-22,2024-05-09,19.99
1735,Back to us,2023-07-05,2024-03-12,9.99
1736,New,2023-04-12,2023-09-28,19.99
1737,Continue,2023-09-08,2023-12-02,9.99
1738,Continue,2022-09-13,2023-04-13,9.99
1739,Continue,2022-11-28,2023-05-19,9.99
1740,New,2023-03-26,2023-12-07,19.99
1741,Continue,2022-08-25,2023-01-30,19.99
1742,Continue,2023-09-05,2024-01-17,29.99
1743,Back to us,2022-04-24,2023-04-21,9.99
1744,Continue,2023-08-03,2024-01-28,19.99
1745,Continue,2023-11-14,2024-10-21,29.99
1746,Continue,2022-01-05,2022-03-05,29.99
1747,New,2023-01-16,2023-05-04,19.99
1748,New,2022-11-15,2023-08-08,9.99
1749,New,2023-04-10,2023-10-07,29.99
1750,Back to us,2023-01-18,2023-05-12,9.99
1751,Continue,2022-09-21,2023-02-27,9.99
1752,Back to us,2023-01-23,2023-04-25,19.99
1753,Continue,2022-05-10,2023-03-27,19.99
1754,Back to us,2023-08-23,2024-06-30,9.99
1755,New,2022-06-18,2022-09-09,9.99
1756,Back to us,2023-06-25,2024-05-17,9.99
1757,Continue,2022-03-04,2023-02-28,9.99
1758,Continue,2022-08-28,2023-06-22,19.99
1759,Back to us,2023-04-17,2023-08-28,29.99
1760,Continue,2022-02-26,2022-10-19,19.99
1761,Back to us,2023-01-26,2023-06-16,19.99
1762,Continue,2022-10-11,2023-01-17,29.99
1763,New,2023-11-01,2024-10-23,9.99
1764,Continue,2023-12-19,2024-09-08,19.99
1765,New,2023-11-11,2024-11-06,19.99
1766,Continue,2023-01-13,2023-08-02,29.99
1767,Continue,2023-07-24,2024-03-10,9.99
1768,Continue,2022-02-11,2022-04-08,19.99
1769,Continue,2023-12-25,2024-08-03,9.99
1770,Continue,2022-12-01,2023-05-15,19.99
1771,Continue,2022-12-20,2023-09-22,19.99
1772,Continue,2022-02-28,2022-08-09,19.99
1773,Continue,2023-09-07,2024-01-15,29.99
1774,Continue,2022-02-16,2022-05-04,29.99
1775,New,2022-07-19,2023-02-15,29.99
1776,New,2022-07-15,2022-08-28,9.99
1777,Continue,2023-11-03,2024-06-12,9.99
1778,Back to us,2023-02-15,2023-05-03,19.99
1779,New,2023-05-19,2024-02-27,29.99
1780,Continue,2022-05-12,2023-03-21,9.99
1781,Continue,2023-11-15,2024-06-13,29.99
1782,Continue,2022-03-10,2022-11-22,19.99
1783,Continue,2023-06-04,2024-04-07,19.99
1784,New,2023-01-22,2023-11-29,19.99
1785,Continue,2022-11-27,2023-07-23,19.99
1786,Back to us,2022-04-07,2023-03-28,9.99
1787,Back to us,2022-09-11,2023-02-07,19.99
1788,Back to us,2023-06-09,2023-12-03,19.99
1789,Continue,2023-04-09,2023-10-13,9.99
1790,New,2022-06-18,2022-12-15,29.99
1791,Continue,2023-10-22,2024-01-29,29.99
1792,Continue,2022-04-26,2022-10-20,9.99
1793,New,2023-06-10,2024-02-16,29.99
1794,Continue,2022-04-10,2022-10-29,29.99
1795,Continue,2023-07-12,2024-01-24,29.99
1796,Continue,2023-09-04,2024-01-19,19.99
1797,Continue,2022-08-15,2022-11-07,29.99
1798,Continue,2023-12-08,2024-02-05,29.99
1799,Continue,2023-01-22,2023-10-07,29.99
1800,Back to us,2023-05-06,2023-10-02,9.99
1801,Continue,2023-10-21,2024-06-09,29.99
1802,Back to us,2023-02-16,2023-12-20,9.99
1803,Continue,2023-01-22,2023-03-27,9.99
1804,Back to us,2023-09-22,2024-03-26,29.99
1805,New,2022-08-21,2023-06-04,19.99
1806,Back to us,2022-03-19,2022-10-11,29.99
1807,Continue,2023-05-12,2024-04-19,9.99
1808,New,2023-02-08,2023-10-01,19.99
1809,Continue,2022-04-15,2022-10-29,19.99
1810,Continue,2023-06-25,2023-09-24,29.99
1811,Continue,2023-03-18,2023-04-21,9.99
1812,Continue,2022-09-10,2023-08-28,29.99
1813,Continue,2022-06-26,2022-10-07,29.99
1814,Continue,2022-09-04,2022-11-17,9.99
1815,Continue,2022-01-28,2022-08-17,19.99
1816,Continue,2022-09-15,2023-01-05,29.99
1817,Continue,2022-03-27,2022-12-14,19.99
1818,New,2022-01-16,2022-10-01,19.99
1819,Continue,2023-10-15,2024-03-15,19.99
1820,Continue,2022-01-11,2022-08-01,9.99
1821,Continue,2023-07-21,2024-04-04,29.99
1822,Back to us,2023-10-05,2024-02-14,9.99
1823,New,2023-10-24,2024-08-20,9.99
1824,Continue,2023-10-19,2024-05-27,29.99
1825,Continue,2022-02-18,2022-09-13,29.99
1826,Continue,2023-05-11,2023-06-22,19.99
1827,Continue,2022-05-21,2022-12-05,19.99
1828,Continue,2023-02-21,2023-04-08,29.99
1829,New,2022-03-21,2022-11-24,29.99
1830,Continue,2023-02-20,2023-09-12,9.99
1831,Back to us,2023-06-20,2023-11-16,9.99
1832,Continue,2022-08-08,2022-10-21,19.99
1833,Back to us,2022-12-21,2023-05-07,19.99
1834,Continue,2022-06-21,2022-11-05,29.99
1835,Continue,2022-02-04,2022-12-08,29.99
1836,Back to us,2022-08-18,2023-01-07,29.99
1837,Continue,2022-09-15,2023-03-26,19.99
1838,Continue,2022-02-23,2023-02-17,9.99
1839,Continue,2022-05-12,2023-02-19,9.99
1840,New,2023-12-10,2024-04-26,9.99
1841,Continue,2023-07-25,2023-10-03,9.99
1842,Continue,2023-07-16,2024-05-26,19.99
1843,New,2023-07-28,2024-01-09,29.99
1844,Back to us,2022-09-20,2023-05-23,9.99
1845,Continue,2022-07-23,2023-03-04,29.99
1846,Continue,2022-04-06,2022-05-31,29.99
1847,Continue,2023-01-07,2023-05-02,9.99
1848,Continue,2023-08-11,2024-07-02,9.99
1849,Back to us,2022-05-23,2022-06-28,29.99
1850,Continue,2023-09-18,2024-03-10,29.99
1851,New,2023-09-26,2024-03-13,29.99
1852,Back to us,2023-06-17,2024-01-06,19.99
1853,Back to us,2023-05-05,2023-11-03,19.99
1854,Continue,2022-01-23,2022-11-27,29.99
1855,Continue,2023-03-11,2023-06-16,19.99
1856,New,2023-10-24,2024-02-25,29.99
1857,Continue,2022-01-15,2022-05-29,9.99
1858,Continue,2023-02-02,2023-11-22,29.99
1859,Continue,2022-02-11,2022-11-26,9.99
1860,New,2022-01-10,2022-11-21,19.99
1861,Continue,2023-11-12,2024-10-12,19.99
1862,New,2023-06-26,2023-11-23,9.99
1863,Continue,2023-07-22,2024-05-05,19.99
1864,Continue,2023-06-28,2024-04-15,19.99
1865,Back to us,2023-09-08,2023-11-29,29.99
1866,Back to us,2022-05-24,2022-09-21,19.99
1867,Continue,2023-04-22,2024-02-03,29.99
1868,Continue,2023-06-11,2023-10-14,29.99
1869,Continue,2022-07-18,2023-04-06,29.99
1870,Continue,2022-01-16,2022-12-11,9.99
1871,Continue,2023-11-19,2024-04-03,29.99
1872,Continue,2023-06-11,2024-05-23,29.99
1873,Back to us,2022-10-05,2023-10-03,29.99
1874,New,2023-06-27,2024-02-12,19.99
1875,Continue,2022-10-10,2023-09-30,19.99
1876,Continue,2023-08-11,2024-08-06,29.99
1877,New,2022-05-05,2023-03-18,9.99
1878,New,2023-01-26,2023-03-31,29.99
1879,Continue,2022-07-28,2022-10-30,9.99
1880,Back to us,2023-11-04,2024-08-28,9.99
1881,Continue,2022-12-27,2023-06-17,19.99
1882,Back to us,2023-09-02,2024-01-08,9.99
1883,New,2022-11-20,2023-01-18,9.99
1884,New,2022-12-04,2023-11-09,19.99
1885,Continue,2022-12-13,2023-10-24,29.99
1886,New,2023-08-08,2024-04-04,29.99
1887,New,2022-08-21,2022-10-17,19.99
1888,Continue,2022-05-04,2022-12-21,19.99
1889,Back to us,2022-09-17,2022-11-29,9.99
1890,Continue,2022-09-09,2023-01-05,29.99
1891,Continue,2022-11-17,2023-09-11,19.99
1892,Continue,2022-10-28,2023-05-07,29.99
1893,Continue,2023-07-08,2023-10-09,19.99
1894,Continue,2022-10-23,2023-04-11,29.99
1895,New,2022-02-09,2022-07-23,19.99
1896,Continue,2022-03-03,2022-05-02,9.99
1897,Continue,2022-04-22,2022-09-05,19.99
1898,Continue,2022-04-11,2022-07-19,29.99
1899,New,2022-01-03,2022-03-03,9.99
1900,Continue,2022-02-08,2022-04-05,9.99
1901,Continue,2023-12-16,2024-10-26,19.99
1902,Continue,2022-05-25,2022-07-12,9.99
1903,Continue,2022-01-24,2022-05-05,29.99
1904,Continue,2022-02-16,2022-08-13,9.99
1905,Continue,2023-02-23,2023-06-21,9.99
1906,Continue,2022-05-24,2022-07-25,19.99
1907,Continue,2022-01-21,2022-08-30,29.99
1908,Continue,2022-09-19,2023-05-29,29.99
1909,Continue,2022-10-12,2022-12-05,9.99
1910,Continue,2023-11-24,2024-09-01,9.99
1911,New,2022-07-17,2022-12-25,9.99
1912,Continue,2022-07-09,2022-12-19,9.99
1913,Back to us,2023-03-03,2023-11-23,19.99
1914,Back to us,2022-12-03,2023-11-23,19.99
1915,Back to us,2022-07-25,2022-11-15,29.99
1916,Back to us,2022-11-16,2023-03-15,29.99
1917,Continue,2023-03-24,2023-09-02,9.99
1918,Continue,2022-03-09,2022-08-31,19.99
1919,Back to us,2022-04-23,2022-06-25,19.99
1920,New,2023-01-25,2023-12-01,9.99
1921,New,2022-11-20,2023-08-05,19.99
1922,Continue,2022-06-26,2023-05-15,19.99
1923,New,2023-10-01,2023-12-01,19.99
1924,New,2023-03-13,2023-11-10,9.99
1925,Continue,2023-04-07,2023-06-28,19.99
1926,Continue,2023-01-17,2023-07-12,19.99
1927,New,2022-04-11,2022-12-03,29.99
1928,Continue,2022-07-18,2023-01-20,29.99
1929,Continue,2022-07-02,2022-11-29,29.99
1930,Continue,2023-09-27,2024-05-21,29.99
1931,New,2022-01-08,2022-09-27,9.99
1932,New,2023-09-28,2023-10-29,29.99
1933,Back to us,2023-09-22,2024-05-14,19.99
1934,Continue,2023-07-15,2023-09-13,9.99
1935,New,2023-11-02,2024-10-05,9.99
1936,Continue,2022-02-15,2022-09-24,9.99
1937,New,2022-08-22,2023-03-05,29.99
1938,Continue,2022-12-17,2023-07-01,9.99
1939,Continue,2022-11-20,2023-01-19,19.99
1940,New,2022-07-09,2022-09-19,19.99
1941,Continue,2023-12-01,2024-09-22,19.99
1942,Continue,2023-02-18,2024-01-16,9.99
1943,New,2023-08-18,2024-06-15,9.99
1944,Continue,2022-03-17,2022-06-13,29.99
1945,Continue,2022-12-27,2023-11-24,29.99
1946,New,2023-10-11,2024-06-03,9.99
1947,New,2022-09-23,2023-03-04,19.99
1948,New,2022-10-04,2022-11-20,19.99
1949,Continue,2022-02-25,2022-04-15,29.99
1950,Continue,2022-03-09,2022-05-24,29.99
1951,Continue,2022-03-14,2022-05-02,9.99
1952,Continue,2022-12-28,2023-02-05,19.99
1953,Continue,2023-02-10,2023-12-01,29.99
1954,Continue,2023-01-08,2023-02-27,29.99
1955,New,2022-10-23,2023-03-05,19.99
1956,Continue,2023-02-14,2023-09-06,19.99
1957,Continue,2022-05-06,2022-10-05,29.99
1958,Continue,2023-12-19,2024-05-31,19.99
1959,Back to us,2022-02-14,2022-07-09,19.99
1960,Back to us,2023-01-06,2023-11-19,29.99
1961,New,2022-04-02,2022-07-30,19.99
1962,Continue,2023-09-27,2024-06-13,29.99
1963,Continue,2022-03-24,2022-06-19,19.99
1964,New,2023-02-05,2023-09-24,19.99
1965,Continue,2023-12-21,2024-02-08,29.99
1966,Continue,2022-02-09,2022-10-04,19.99
1967,New,2022-01-21,2022-11-16,9.99
1968,New,2022-07-13,2023-04-17,19.99
1969,Continue,2023-09-16,2024-08-15,19.99
1970,Back to us,2023-11-22,2024-07-04,19.99
1971,Continue,2022-07-13,2023-05-01,9.99
1972,New,2023-10-24,2024-08-16,9.99
1973,Continue,2022-01-07,2022-06-08,29.99
1974,New,2022-11-20,2023-02-05,19.99
1975,New,2023-01-04,2023-02-18,29.99
1976,Continue,2022-11-08,2023-02-25,29.99
1977,New,2022-10-07,2023-01-17,19.99
1978,Continue,2023-08-24,2024-07-12,29.99
1979,Continue,2023-09-18,2024-08-19,19.99
1980,New,2022-06-18,2023-02-12,29.99
1981,Continue,2023-03-19,2023-09-21,29.99
1982,Continue,2023-02-26,2023-07-30,9.99
1983,Back to us,2023-04-21,2023-12-04,19.99
1984,Continue,2023-03-01,2023-06-05,19.99
1985,Continue,2023-02-13,2023-12-19,9.99
1986,Back to us,2023-11-03,2024-08-29,19.99
1987,Back to us,2022-12-06,2023-03-17,19.99
1988,Back to us,2023-02-19,2023-10-04,29.99
1989,Continue,2023-04-13,2023-11-08,29.99
1990,Continue,2023-01-08,2023-07-24,19.99
1991,New,2023-07-02,2023-09-04,19.99
1992,Continue,2023-04-05,2023-09-04,9.99
1993,New,2022-06-02,2023-02-17,19.99
1994,Continue,2022-03-11,2022-06-06,9.99
1995,Continue,2022-08-19,2023-02-20,29.99
1996,Continue,2022-07-14,2022-11-09,29.99
1997,Continue,2023-12-14,2024-06-26,9.99
1998,Continue,2023-09-14,2024-08-12,19.99
1999,Continue,2022-07-07,2023-04-09,19.99
2000,Continue,2022-04-05,2022-11-11,9.99
2001,Continue,2023-07-28,2024-06-22,29.99
2002,Continue,2022-01-01,2022-02-19,19.99
2003,Continue,2023-05-01,2023-09-21,29.99
2004,Back to us,2022-09-12,2023-06-07,19.99
2005,Continue,2022-05-09,2022-06-12,19.99
2006,Back to us,2023-10-18,2024-07-27,29.99
2007,Continue,2023-01-09,2023-12-08,29.99
2008,New,2022-05-26,2022-10-19,9.99
2009,New,2022-05-28,2023-04-19,9.99
2010,Continue,2023-04-25,2024-02-15,29.99
2011,Continue,2023-09-18,2023-11-21,19.99
2012,Back to us,2023-07-14,2024-02-15,9.99
2013,New,2023-12-10,2024-02-23,19.99
2014,New,2023-07-12,2023-08-23,29.99
2015,New,2022-09-01,2022-12-02,9.99
2016,Back to us,2023-10-21,2024-08-04,9.99
2017,Continue,2022-10-09,2023-04-15,9.99
2018,Continue,2023-06-17,2023-07-31,9.99
2019,Continue,2023-01-21,2023-07-02,29.99
2020,Continue,2023-04-01,2023-07-15,9.99
2021,New,2023-05-02,2024-02-05,9.99
2022,New,2023-01-12,2023-03-12,19.99
2023,Back to us,2023-11-15,2024-02-04,9.99
2024,Continue,2023-02-12,2023-03-30,29.99
2025,Continue,2022-02-16,2022-12-04,9.99
2026,Back to us,2023-05-27,2024-01-14,29.99
2027,Back to us,2022-01-22,2022-06-27,29.99
2028,New,2023-08-03,2024-06-13,19.99
2029,Continue,2023-01-20,2023-02-28,19.99
2030,Back to us,2022-08-11,2023-01-20,19.99
2031,Continue,2022-08-08,2023-05-03,19.99
2032,Continue,2022-07-16,2023-05-12,29.99
2033,New,2022-01-16,2022-05-16,19.99
2034,New,2022-07-27,2022-11-14,19.99
2035,Continue,2022-03-27,2022-12-02,19.99
2036,Continue,2022-08-27,2023-05-12,29.99
2037,Continue,2022-08-20,2023-07-04,19.99
2038,Continue,2022-12-03,2023-10-09,9.99
2039,Continue,2023-04-21,2023-08-15,9.99
2040,Back to us,2022-11-02,2023-05-14,29.99
2041,Continue,2023-02-28,2023-05-17,29.99
2042,New,2022-05-27,2022-11-17,29.99
2043,Continue,2022-04-04,2023-01-04,29.99
2044,Continue,2022-03-13,2023-01-04,9.99
2045,Back to us,2022-02-25,2022-05-18,9.99
2046,Continue,2023-07-07,2024-03-02,19.99
2047,Continue,2022-08-04,2022-10-27,29.99
2048,Back to us,2023-02-03,2023-10-01,9.99
2049,Continue,2023-01-19,2023-10-04,19.99
2050,New,2023-04-10,2023-12-18,19.99
2051,Continue,2023-04-19,2024-01-23,29.99
2052,New,2023-05-27,2023-07-18,9.99
2053,Continue,2022-01-26,2022-08-12,19.99
2054,Back to us,2022-04-04,2022-10-18,29.99
2055,Continue,2023-07-15,2024-05-18,29.99
2056,New,2023-08-11,2024-04-10,29.99
2057,Back to us,2022-05-28,2023-01-29,29.99
2058,Continue,2022-05-02,2022-08-07,19.99
2059,Continue,2022-01-24,2022-04-16,9.99
2060,New,2023-05-21,2023-09-06,29.99
2061,Back to us,2022-03-16,2023-02-11,19.99
2062,Back to us,2022-12-13,2023-02-12,9.99
2063,Continue,2022-09-15,2022-12-03,9.99
2064,Continue,2023-11-20,2024-09-30,9.99
2065,Continue,2023-05-15,2024-03-05,19.99
2066,Continue,2022-12-23,2023-04-24,29.99
2067,Back to us,2023-01-04,2023-02-04,9.99
2068,New,2023-09-20,2024-03-17,19.99
2069,Continue,2022-08-25,2023-05-09,19.99
2070,Continue,2023-06-04,2023-08-06,19.99
2071,Continue,2023-02-24,2023-07-24,9.99
2072,Continue,2022-04-18,2022-12-01,9.99
2073,Continue,2023-09-24,2024-04-11,19.99
2074,New,2022-08-05,2022-10-25,9.99
2075,New,2022-09-18,2023-03-08,19.99
2076,Back to us,2022-11-21,2023-06-05,9.99
2077,Continue,2022-10-09,2023-09-07,19.99
2078,Continue,2023-12-16,2024-01-29,19.99
2079,Continue,2023-05-17,2023-11-22,29.99
2080,Continue,2023-08-22,2023-11-21,29.99
2081,Continue,2022-11-22,2023-07-30,9.99
2082,New,2023-05-23,2024-01-25,19.99
2083,Continue,2023-01-19,2023-10-19,19.99
2084,Continue,2022-12-14,2023-12-01,19.99
2085,Continue,2022-02-03,2022-11-13,9.99
2086,Continue,2023-11-21,2024-07-19,9.99
2087,Continue,2022-05-06,2022-07-20,29.99
2088,Back to us,2023-01-18,2023-12-12,19.99
2089,Continue,2022-07-26,2023-01-22,9.99
2090,Back to us,2023-03-26,2023-09-27,29.99
2091,Back to us,2022-09-11,2022-12-04,29.99
2092,Back to us,2022-03-10,2022-07-30,9.99
2093,Back to us,2023-07-06,2023-11-20,19.99
2094,Continue,2023-07-27,2024-07-24,19.99
2095,Back to us,2022-07-18,2023-01-29,9.99
2096,Back to us,2022-01-24,2022-08-22,29.99
2097,Continue,2022-03-08,2022-11-15,19.99
2098,Back to us,2023-07-25,2023-12-01,29.99
2099,Continue,2022-01-08,2022-04-29,29.99
2100,Continue,2023-01-19,2023-03-22,29.99
2101,Back to us,2023-01-27,2023-08-19,19.99
2102,Continue,2023-10-17,2024-01-14,29.99
2103,Continue,2023-08-21,2024-04-06,9.99
2104,Continue,2023-02-04,2023-06-17,19.99
2105,Continue,2022-03-25,2022-08-05,29.99
2106,Continue,2022-05-11,2022-10-29,19.99
2107,Continue,2022-01-21,2022-08-18,29.99
2108,Continue,2023-09-26,2023-11-19,29.99
2109,Continue,2023-08-18,2024-04-13,9.99
2110,Back to us,2022-11-12,2023-06-16,9.99
2111,New,2022-10-02,2022-11-23,29.99
2112,New,2023-07-02,2024-06-04,9.99
2113,Back to us,2022-11-14,2023-08-10,9.99
2114,New,2023-07-05,2024-05-06,29.99
2115,Continue,2022-02-10,2022-10-01,29.99
2116,Continue,2023-11-08,2024-08-17,9.99
2117,Continue,2022-07-09,2022-08-08,9.99
2118,Continue,2023-04-22,2024-02-20,9.99
2119,Back to us,2023-09-06,2024-07-29,19.99
2120,Back to us,2022-11-12,2023-08-25,19.99
2121,Continue,2023-09-02,2023-12-17,9.99
2122,Back to us,2022-10-19,2023-04-28,29.99
2123,New,2022-02-13,2022-12-26,19.99
2124,Continue,2022-05-22,2022-10-30,19.99
2125,Continue,2022-04-09,2022-06-04,9.99
2126,Continue,2022-04-07,2022-06-20,19.99
2127,Back to us,2022-03-10,2022-08-18,9.99
2128,Continue,2023-11-14,2024-03-28,29.99
2129,Continue,2023-01-10,2023-06-18,19.99
2130,Back to us,2023-09-22,2024-07-11,9.99
2131,New,2022-03-07,2022-07-09,19.99
2132,Continue,2022-04-19,2022-11-30,9.99
2133,Continue,2022-03-10,2022-07-30,29.99
2134,Continue,2022-05-01,2023-02-06,29.99
2135,Back to us,2022-07-20,2022-12-09,29.99
2136,New,2023-11-03,2024-03-10,29.99
2137,Continue,2022-10-09,2023-01-17,9.99
2138,Back to us,2023-03-27,2024-01-15,29.99
2139,New,2022-02-08,2022-04-03,19.99
2140,Back to us,2023-09-01,2024-01-12,29.99
2141,Continue,2023-10-04,2024-06-08,19.99
2142,Continue,2023-06-13,2023-10-11,29.99
2143,New,2022-07-28,2022-10-03,9.99
2144,Continue,2023-02-08,2023-04-23,9.99
2145,Continue,2022-12-19,2023-12-15,29.99
2146,Continue,2022-03-28,2022-09-16,9.99
2147,Continue,2022-12-15,2023-07-22,29.99
2148,Back to us,2023-02-21,2023-04-23,19.99
2149,Continue,2023-09-26,2024-02-12,9.99
2150,Continue,2022-03-26,2023-01-15,9.99
2151,Continue,2023-08-02,2024-01-21,19.99
2152,Continue,2022-12-20,2023-09-10,19.99
2153,Continue,2023-03-04,2023-10-22,9.99
2154,Continue,2022-04-01,2022-11-20,29.99
2155,New,2023-03-04,2024-01-13,29.99
2156,New,2023-05-16,2023-06-28,9.99
2157,Continue,2022-07-23,2023-05-24,9.99
2158,Back to us,2023-02-11,2023-06-17,29.99
2159,Back to us,2023-07-28,2023-12-20,19.99
2160,Back to us,2023-10-27,2024-03-06,9.99
2161,Back to us,2022-01-20,2022-09-23,29.99
2162,Continue,2023-08-14,2024-01-17,29.99
2163,Continue,2022-04-28,2022-07-07,29.99
2164,Continue,2023-11-24,2024-09-16,29.99
2165,Continue,2023-12-17,2024-05-22,29.99
2166,Continue,2023-05-16,2023-08-29,29.99
2167,Continue,2022-04-26,2022-08-07,29.99
2168,Continue,2022-05-24,2023-01-18,9.99
2169,Continue,2023-12-10,2024-03-13,9.99
2170,Continue,2022-04-28,2022-11-11,9.99
2171,New,2022-04-28,2022-07-25,29.99
2172,Continue,2022-06-12,2022-10-31,29.99
2173,Back to us,2023-06-11,2024-01-26,29.99
2174,Continue,2023-10-16,2024-01-01,19.99
2175,New,2023-09-23,2024-03-04,29.99
2176,Continue,2023-02-19,2023-04-16,19.99
2177,Continue,2022-05-03,2022-12-29,29.99
2178,Back to us,2022-08-21,2023-01-03,19.99
2179,Continue,2023-05-02,2023-08-16,19.99
2180,Continue,2023-09-21,2024-05-09,29.99
2181,Continue,2022-11-20,2023-09-11,9.99
2182,New,2023-08-28,2023-09-28,19.99
2183,Continue,2022-12-01,2023-07-02,29.99
2184,Back to us,2023-12-27,2024-03-12,29.99
2185,Continue,2022-03-20,2022-06-17,29.99
2186,Continue,2022-06-11,2022-12-29,19.99
2187,Continue,2023-06-17,2023-09-11,9.99
2188,New,2022-05-20,2023-04-23,19.99
2189,Continue,2023-12-19,2024-12-08,9.99
2190,Continue,2022-03-11,2022-09-12,19.99
2191,Continue,2023-08-18,2024-02-21,19.99
2192,Continue,2023-12-15,2024-11-07,19.99
2193,Continue,2022-07-17,2022-12-18,29.99
2194,Continue,2022-02-12,2022-12-20,19.99
2195,Continue,2023-02-25,2024-01-30,29.99
2196,Continue,2022-12-01,2023-08-30,19.99
2197,Continue,2023-10-07,2024-01-27,19.99
2198,Continue,2023-02-13,2024-01-02,29.99
2199,New,2022-07-20,2023-05-22,19.99
2200,New,2023-09-23,2024-05-03,9.99
2201,New,2023-10-12,2024-08-07,19.99
2202,Continue,2023-03-17,2023-07-29,19.99
2203,Back to us,2023-10-16,2024-01-22,19.99
2204,Continue,2022-06-07,2023-01-07,9.99
2205,Continue,2023-12-13,2024-04-17,29.99
2206,Back to us,2023-02-14,2023-11-18,9.99
2207,Continue,2023-04-01,2023-11-06,29.99
2208,Continue,2023-09-01,2023-11-02,29.99
2209,Continue,2023-04-13,2024-02-18,29.99
2210,Continue,2023-02-22,2023-11-21,19.99
2211,Continue,2022-10-19,2023-05-26,9.99
2212,New,2022-01-28,2022-06-04,29.99
2213,Continue,2022-01-14,2022-03-26,29.99
2214,Continue,2022-05-07,2023-03-23,19.99
2215,Continue,2022-09-13,2023-05-27,19.99
2216,New,2022-08-23,2023-02-24,19.99
2217,Continue,2023-12-14,2024-09-11,19.99
2218,Back to us,2022-04-02,2022-06-07,29.99
2219,Back to us,2023-01-09,2023-04-18,9.99
2220,Continue,2022-04-19,2022-10-29,9.99
2221,Continue,2023-09-25,2024-07-12,19.99
2222,Continue,2023-08-27,2023-10-26,19.99
2223,New,2022-04-03,2023-03-20,9.99
2224,Continue,2022-10-18,2023-03-28,29.99
2225,Continue,2023-11-06,2024-01-25,9.99
2226,Back to us,2022-11-07,2023-05-17,29.99
2227,New,2023-06-20,2024-01-07,19.99
2228,Continue,2023-08-06,2023-09-22,9.99
2229,Continue,2023-06-12,2024-05-15,29.99
2230,Continue,2022-09-14,2023-03-20,19.99
2231,Continue,2023-11-20,2024-07-10,9.99
2232,Back to us,2022-03-22,2022-12-16,29.99
2233,Back to us,2023-06-03,2023-09-28,19.99
2234,Continue,2023-08-20,2023-12-06,19.99
2235,Continue,2023-10-19,2024-08-13,9.99
2236,New,2022-11-12,2023-01-24,29.99
2237,Back to us,2022-02-19,2022-07-22,29.99
2238,Back to us,2023-11-28,2024-01-14,19.99
2239,New,2022-10-14,2023-03-26,19.99
2240,Continue,2022-01-24,2022-12-15,29.99
2241,Continue,2022-02-18,2022-08-12,19.99
2242,Continue,2023-11-08,2024-08-25,29.99
2243,New,2023-04-23,2023-11-09,29.99
2244,New,2023-07-25,2024-07-19,19.99
2245,Back to us,2023-04-25,2023-08-24,29.99
2246,Back to us,2023-08-18,2023-10-09,29.99
2247,Continue,2022-02-18,2022-08-08,19.99
2248,Continue,2023-02-10,2023-07-23,19.99
2249,Back to us,2022-09-26,2023-08-03,9.99
2250,Continue,2023-02-15,2023-08-12,19.99
2251,Continue,2023-06-04,2024-01-28,19.99
2252,Continue,2022-12-19,2023-10-28,9.99
2253,Continue,2023-09-26,2023-11-23,19.99
2254,New,2022-11-04,2023-09-08,29.99
2255,Back to us,2022-10-12,2023-03-03,19.99
2256,Continue,2023-03-08,2023-12-04,9.99
2257,Back to us,2023-08-12,2024-02-12,19.99
2258,Continue,2023-06-08,2023-12-31,9.99
2259,Continue,2022-09-04,2023-06-20,29.99
2260,Back to us,2023-01-10,2023-07-08,19.99
2261,Continue,2023-09-26,2024-01-15,9.99
2262,Continue,2022-07-07,2023-04-18,9.99
2263,Continue,2022-09-28,2023-06-06,9.99
2264,Continue,2022-12-12,2023-11-27,29.99
2265,New,2022-02-03,2022-03-09,29.99
2266,Continue,2022-02-02,2022-10-21,9.99
2267,Continue,2022-06-22,2022-10-18,19.99
2268,Continue,2023-10-03,2023-12-07,9.99
2269,Back to us,2023-10-26,2024-01-25,9.99
2270,Back to us,2022-10-21,2023-03-13,9.99
2271,Back to us,2022-09-10,2023-04-10,29.99
2272,Continue,2022-05-15,2022-09-11,9.99
2273,Continue,2023-07-05,2024-01-09,29.99
2274,New,2022-03-20,2022-10-12,19.99
